Id,MS Zoning,Street,Lot Shape,Land Contour,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Sale Type,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Total Bsmt SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice
2278,RL,Pave,Reg,Lvl,Mitchel,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,New,70.0,8402,5,2007,2007,0.0,1120.0,1120,0.0,1,0,6,0,2007.0,0.0,0.0,0,30,147000
2202,RL,Pave,Reg,Lvl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD ,63.0,4000,7,1930,1995,0.0,531.0,1098,1.0,1,0,5,1,1930.0,1.0,216.0,0,0,148500
2833,RM,Pave,Reg,Lvl,Edwards,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Maj1,None,Detchd,Unf,TA,TA,Y,WD ,32.0,3363,7,2004,2004,117.0,976.0,1708,0.0,2,0,7,0,2004.0,2.0,380.0,0,40,130000
1707,RL,Pave,IR1,HLS,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,Stone,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,94.0,13615,9,2006,2006,510.0,1802.0,1802,0.0,2,1,7,1,2006.0,3.0,843.0,158,105,372000
2428,RL,Pave,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,43.0,3013,7,2005,2005,145.0,1362.0,1506,0.0,2,0,6,1,2005.0,2.0,440.0,142,20,213490
242,RL,Pave,IR2,Lvl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,Con,44.0,17485,7,2009,2010,96.0,1508.0,1508,1.0,1,0,5,2,2009.0,2.0,572.0,0,0,308030
1564,RL,Pave,IR2,Lvl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,WD ,114.5,23730,7,1996,1997,668.0,1840.0,2032,1.0,3,0,7,0,1996.0,3.0,786.0,0,46,300000
2613,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,BuiltIn,Fin,TA,TA,Y,WD ,79.0,8910,6,1959,1959,0.0,655.0,1194,0.0,1,0,6,1,1954.0,2.0,539.0,0,0,159500
2832,RM,Pave,Reg,Lvl,Edwards,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Maj1,None,Detchd,Unf,TA,TA,Y,WD ,24.0,2522,7,2004,2004,50.0,970.0,1709,0.0,2,0,7,0,2004.0,2.0,380.0,0,40,137500
2459,RL,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,73.0,8688,7,2005,2005,228.0,1616.0,1616,0.0,2,0,7,0,2005.0,3.0,834.0,208,59,232000
1360,RM,Grvl,IR1,Lvl,IDOTRR,RRNe,Norm,1Fam,1Story,Gable,CompShg,Stucco,Wd Shng,None,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,N,WD ,62.2,6291,6,1930,1950,0.0,768.0,768,0.0,1,0,4,0,1930.0,2.0,440.0,0,0,93850
2723,RL,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,Stone,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,N,FuseF,Fa,Mod,Gd,Detchd,Unf,Fa,Fa,N,WD ,95.9,17529,5,1924,1950,65.0,872.0,872,0.0,1,0,5,1,1924.0,1.0,322.0,0,0,105000
1350,RM,Pave,IR1,Lvl,BrkSide,Feedr,RRNn,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,N,SBrkr,Fa,Typ,None,Detchd,Unf,Fa,TA,Y,WD ,60.0,6324,4,1927,1950,0.0,520.0,520,0.0,1,0,4,0,1920.0,1.0,240.0,49,0,68500
136,RL,Pave,Reg,Lvl,NAmes,Feedr,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,80.0,11600,5,1960,1960,361.0,1105.0,2274,0.0,2,0,12,0,1960.0,2.0,480.0,0,0,154300
2235,RM,Pave,Reg,Lvl,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,BrkTil,TA,Po,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,None,None,None,None,N,WD ,50.0,7288,5,1925,2003,0.0,936.0,1601,0.0,2,0,6,0,1925.0,0.0,0.0,0,0,129850
1993,RM,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,Fa,Fa,Y,WD ,35.0,4571,5,1910,1950,0.0,616.0,1232,0.0,1,0,6,0,1920.0,2.0,480.0,280,0,114000
367,RL,Pave,IR1,Lvl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,63.0,17423,9,2008,2009,748.0,2216.0,2234,1.0,2,0,9,1,2009.0,3.0,1166.0,0,60,501837
1309,RM,Pave,IR1,Lvl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD ,100.0,12665,5,1915,1950,0.0,876.0,1416,0.0,1,1,7,1,1949.0,3.0,720.0,418,0,153900
402,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,60.0,9000,4,1971,2006,0.0,864.0,864,0.0,1,0,5,0,1986.0,2.0,576.0,200,0,130000
1592,RM,Pave,Reg,Lvl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,WD ,32.0,4500,6,1997,1997,197.0,1189.0,1189,1.0,2,0,4,0,1997.0,2.0,392.0,0,122,160500
2409,RL,Pave,Reg,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,48.0,6373,9,2006,2006,572.0,1666.0,1666,1.0,2,0,6,1,2006.0,2.0,575.0,228,75,310090
539,RL,Pave,Reg,Lvl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,67.0,10083,7,2003,2003,0.0,1176.0,1200,1.0,2,0,5,0,2003.0,2.0,555.0,0,41,184900
1940,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,70.0,13300,5,1956,2000,0.0,928.0,928,0.0,1,0,4,0,1956.0,1.0,252.0,261,0,132000
588,RL,Pave,Reg,Lvl,NWAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Mn,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,WD ,80.0,9600,5,1969,1969,128.0,1288.0,1336,0.0,2,0,6,1,1969.0,2.0,502.0,312,11,163000
96,FV,Pave,Reg,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,RFn,TA,TA,Y,ConLD,30.0,3215,7,2004,2004,120.0,600.0,1200,0.0,2,1,4,0,2004.0,2.0,480.0,0,172,155000
1187,RL,Pave,IR1,Lvl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,WD ,76.6,11104,6,1969,1969,0.0,1427.0,1427,0.0,2,0,7,0,1969.0,2.0,516.0,0,0,183000
2154,RL,Pave,IR3,Lvl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Min2,TA,Attchd,RFn,TA,TA,Y,WD ,89.2,15295,7,1996,2002,254.0,860.0,1992,1.0,2,1,7,2,1996.0,2.0,608.0,225,32,211000
550,RL,Pave,Reg,Lvl,SawyerW,RRAe,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,70.0,9109,7,1994,1994,0.0,754.0,1540,1.0,2,1,6,0,1994.0,2.0,495.0,140,32,184000
811,RL,Pave,Reg,Bnk,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,Slab,None,None,None,None,None,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,64.0,7018,5,1979,1979,0.0,0.0,1535,0.0,2,0,8,0,1979.0,2.0,400.0,0,0,118858
124,RL,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,TA,TA,PConc,TA,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,85.7,14112,5,1964,1964,86.0,1152.0,1152,1.0,1,0,6,1,1964.0,2.0,484.0,227,0,180500
1836,FV,Pave,IR1,Lvl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,New,80.0,3523,8,2006,2007,30.0,1141.0,1151,1.0,2,0,5,0,2006.0,2.0,484.0,0,60,166000
779,RL,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,COD,88.0,15312,6,1960,1960,54.0,1138.0,1138,0.0,1,0,6,1,1960.0,2.0,480.0,0,0,148000
1886,RL,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,Gd,Y,SBrkr,Gd,Min1,Gd,Detchd,Unf,TA,TA,Y,WD ,74.0,7450,5,1956,1956,0.0,894.0,1074,0.0,1,0,6,1,1966.0,2.0,396.0,0,72,124000
1724,RL,Pave,Reg,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,60.0,7313,9,2005,2005,246.0,1561.0,1561,1.0,2,0,6,1,2005.0,2.0,556.0,203,47,277500
2450,RL,Pave,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Ex,Attchd,RFn,TA,TA,Y,WD ,83.0,10019,8,1995,1995,397.0,1342.0,2726,0.0,2,1,9,1,1995.0,3.0,725.0,307,169,350000
1013,RL,Pave,IR1,HLS,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,53.0,15401,9,2004,2004,296.0,1884.0,1884,1.0,2,0,7,1,2004.0,3.0,670.0,214,76,387000
2084,RL,Pave,IR1,Lvl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,None,None,None,None,N,WD ,58.0,9098,4,1920,2002,0.0,528.0,605,1.0,1,0,5,0,1920.0,0.0,0.0,0,0,86000
1184,RL,Pave,Reg,Lvl,Veenker,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Ex,Ex,CBlock,Gd,Ex,Mn,GLQ,Rec,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,103.0,16280,8,1976,2007,0.0,1426.0,1671,1.0,3,0,6,1,1976.0,2.0,550.0,280,90,290000
728,C (all),Pave,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1Story,Mansard,CompShg,AsbShng,AsbShng,None,TA,Fa,CBlock,Fa,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,None,None,None,None,None,N,WD ,72.0,9392,3,1900,1950,0.0,245.0,797,0.0,1,0,5,0,1900.0,0.0,0.0,0,36,44000
950,RL,Pave,IR1,Lvl,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Ex,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,71.0,12209,6,2001,2002,0.0,804.0,1961,1.0,2,1,7,1,2001.0,2.0,560.0,125,192,215000
2524,RL,Pave,IR1,Lvl,NWAmes,RRAn,Feedr,2fmCon,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,WD ,79.0,13110,5,1972,1972,144.0,1153.0,1193,1.0,2,0,6,0,1972.0,2.0,501.0,140,153,146500
2513,FV,Pave,Reg,Lvl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,WD ,51.3,2651,7,2000,2000,0.0,673.0,1382,1.0,2,1,6,0,2000.0,2.0,490.0,153,50,165000
2028,RM,Pave,Reg,Lvl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,None,TA,Gd,BrkTil,TA,TA,No,Rec,LwQ,GasW,TA,N,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,CWD,60.0,8520,6,1916,1950,0.0,714.0,2526,0.0,2,0,10,1,1916.0,1.0,216.0,88,15,136000
2309,RL,Pave,IR1,Low,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,Ex,Min1,Gd,Attchd,Unf,TA,TA,Y,WD ,161.5,39384,6,1957,1957,902.0,1705.0,1390,1.0,1,1,4,2,1957.0,2.0,550.0,0,189,252000
51,RL,Pave,Reg,Lvl,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,BuiltIn,RFn,TA,TA,Y,WD ,36.0,2628,7,2003,2003,106.0,764.0,1626,0.0,2,1,6,0,2003.0,2.0,474.0,0,27,175500
699,RM,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,TA,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD ,57.0,6406,5,1939,1950,0.0,690.0,1558,0.0,1,1,7,1,1939.0,2.0,400.0,0,36,150000
1881,RL,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Min1,TA,Attchd,RFn,TA,TA,Y,WD ,80.4,12342,5,1960,1978,0.0,978.0,1422,0.0,1,0,6,1,1960.0,1.0,286.0,0,0,139900
1345,RM,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,P,WD ,52.0,6240,5,1930,1992,0.0,1078.0,1573,0.0,2,0,8,1,1930.0,2.0,360.0,0,0,162900
166,RL,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,87.0,10000,6,1962,1962,261.0,1116.0,1116,0.0,1,1,5,0,1962.0,2.0,440.0,0,0,160000
781,RL,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,Slab,None,None,None,None,None,GasA,Fa,N,SBrkr,Fa,Min2,None,None,None,None,None,N,WD ,70.3,9000,2,1947,1950,0.0,0.0,660,0.0,1,0,5,0,1947.0,0.0,0.0,0,0,63900
379,RL,Pave,Reg,Lvl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,80.0,11088,6,1978,1998,144.0,1140.0,1707,0.0,2,0,7,1,1978.0,2.0,479.0,0,0,184000
2818,RL,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,Fa,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,134.0,17755,5,1959,1959,132.0,1466.0,1466,0.0,1,1,6,2,1959.0,2.0,528.0,0,140,149900
1168,FV,Pave,IR1,Lvl,Somerst,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,57.6,4765,9,2000,2000,260.0,1614.0,1638,1.0,2,0,5,1,2000.0,2.0,495.0,230,68,300000
1396,RL,Pave,Reg,Lvl,ClearCr,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,Stone,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Mod,TA,Basment,Unf,TA,TA,Y,WD ,74.9,10532,5,1960,1960,275.0,988.0,1721,1.0,2,0,7,2,1960.0,2.0,626.0,50,84,145000
838,RL,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,65.0,15426,6,1997,1997,0.0,928.0,1764,1.0,2,1,7,0,1997.0,2.0,470.0,276,99,231500
1492,RL,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,None,None,None,None,Y,WD ,63.0,13907,5,1940,1969,0.0,996.0,996,1.0,1,0,6,1,1940.0,0.0,0.0,144,0,108000
637,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,COD,70.0,8750,5,1956,1956,0.0,1202.0,1202,0.0,1,0,6,0,1956.0,1.0,304.0,0,35,120000
1826,RL,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,73.2,9945,5,1961,1961,57.0,988.0,988,1.0,1,0,5,0,1963.0,2.0,572.0,0,0,128500
173,RM,Pave,Reg,Lvl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD ,56.0,8960,5,1927,1950,0.0,1008.0,1028,0.0,1,0,5,1,1927.0,2.0,360.0,0,0,115000
715,RM,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,50.0,3500,5,1947,1950,0.0,720.0,1284,0.0,1,1,5,0,1948.0,1.0,240.0,0,35,110000
1183,RL,Pave,IR1,Lvl,Veenker,Norm,Norm,1Fam,2Story,Mansard,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,117.0,24572,9,1977,1977,1050.0,994.0,2944,0.0,2,2,9,1,1977.0,3.0,864.0,140,70,150000
2433,RL,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,Gd,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,74.0,9056,8,2004,2004,0.0,707.0,1414,0.0,2,1,6,1,2004.0,2.0,403.0,100,35,178000
2866,RL,Pave,IR1,HLS,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,2Types,Unf,TA,TA,Y,WD ,70.0,12320,7,1932,1990,0.0,637.0,1609,0.0,1,1,8,2,1963.0,3.0,579.0,0,0,199500
2311,RL,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,60.0,8238,6,1997,1998,0.0,813.0,1525,1.0,2,1,6,1,1997.0,2.0,400.0,421,72,183500
1551,RM,Pave,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,Plywood,None,Fa,TA,CBlock,Gd,TA,Mn,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Mod,Po,Attchd,Unf,TA,TA,Y,WD ,75.0,6000,5,1967,1967,0.0,624.0,1656,0.0,1,1,7,1,1967.0,1.0,288.0,0,180,126000
1049,RL,Pave,Reg,Lvl,NPkVill,Norm,Norm,Twnhs,1Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,24.0,2529,7,1977,1977,0.0,1055.0,1055,0.0,2,0,4,0,1977.0,2.0,440.0,0,38,148500
657,RL,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,WD ,60.0,10800,5,1939,2006,0.0,676.0,1352,0.0,2,0,7,0,1939.0,2.0,720.0,187,0,149000
